,color,duration,gross,genres,facenumber_in_poster,language,content_rating,budget,title_year,imdb_score,aspect_ratio,director_avg_gross,director_avg_score,director_movies,actor_average_score,actor_average_gross,actor_movies,gross_class
168,Color,122.0,122512052.0,Action|Adventure|Sci-Fi|Thriller,6.0,English,PG-13,130000000.0,2013.0,5.8,2.35,57797536.33333334,4.666666666666667,3,3.6127777777777776,54420566.08333334,22,7
170,Color,106.0,32131830.0,Action|Adventure|Animation|Fantasy|Romance|Sci-Fi,1.0,English,PG-13,137000000.0,2001.0,6.4,1.85,0.0,0.0,0,4.042592592592592,33937058.740740746,12,4
171,Color,124.0,176636816.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,140000000.0,2011.0,6.9,2.35,103463447.0,6.133333333333333,3,1.4111111111111112,10095473.555555556,4,8
173,Color,138.0,93926386.0,Action|Adventure|Drama|History|War,1.0,English,PG-13,150000000.0,2003.0,7.4,2.35,95654492.0,7.833333333333332,3,0.0,0.0,0,6
174,Color,115.0,292298923.0,Adventure|Drama|Fantasy|Romance,3.0,English,PG-13,120000000.0,2012.0,5.5,2.35,39981005.66666666,7.033333333333334,3,4.115185185185187,117109504.77037036,23,9
176,Color,135.0,134518390.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,150000000.0,2008.0,6.8,2.35,0.0,0.0,0,5.061111111111111,33440176.08333333,13,7
179,Color,156.0,183635922.0,Adventure|Drama|Thriller|Western,0.0,English,R,135000000.0,2015.0,8.1,2.35,29292199.5,7.75,2,4.9891203703703715,70071990.81250001,26,8
180,Color,96.0,83024900.0,Adventure|Animation|Comedy|Family|Sport,0.0,English,PG,135000000.0,2013.0,6.5,2.35,0.0,0.0,0,3.4774074074074077,46925109.69259259,12,6
181,Color,107.0,123207194.0,Adventure|Animation|Comedy|Family|Western,0.0,English,PG,135000000.0,2011.0,7.2,2.35,223420778.2,7.040000000000001,5,4.520288065843621,68421868.87695472,46,7
182,Color,92.0,83348920.0,Adventure|Animation|Comedy|Family,0.0,English,PG,132000000.0,2014.0,6.7,1.85,170033243.5,6.775,4,2.2611111111111106,33556299.61111111,6,6
183,Color,115.0,227137090.0,Action|Mystery|Thriller,0.0,English,PG-13,110000000.0,2007.0,8.1,2.35,103760280.0,7.699999999999998,2,4.158703703703704,53220199.45740741,24,9
184,Color,92.0,215395021.0,Action|Adventure|Animation|Comedy|Family,0.0,English,PG,130000000.0,2008.0,7.6,2.35,0.0,0.0,0,5.193055555555556,109938473.98611109,18,9
185,Color,117.0,180191634.0,Action|Adventure|Comedy|Sci-Fi,6.0,English,PG-13,130000000.0,2015.0,7.4,1.85,94905626.66666669,6.166666666666668,3,3.477724867724868,53585679.62857142,23,8
186,Color,146.0,424645577.0,Adventure|Sci-Fi|Thriller,1.0,English,PG-13,130000000.0,2013.0,7.6,2.35,157543231.5,7.050000000000002,2,3.1203703703703702,57362717.68518519,15,9
187,Color,115.0,292298923.0,Adventure|Drama|Fantasy|Romance,3.0,English,PG-13,120000000.0,2012.0,5.5,2.35,39981005.66666666,7.033333333333334,3,4.115185185185187,117109504.77037036,23,9
188,Color,94.0,177343675.0,Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,0.0,English,PG,135000000.0,2015.0,6.7,1.85,155019340.0,6.8,1,0.7444444444444445,398714.66666666674,1,8
189,Color,116.0,234277056.0,Adventure|Sci-Fi|Thriller,0.0,English,PG-13,132000000.0,2005.0,6.5,1.85,179459743.11764705,7.758823529411764,17,3.0592592592592585,58960885.97777778,18,9
190,Color,147.0,138396624.0,Action|Comedy|Crime|Thriller,1.0,English,R,130000000.0,2003.0,6.6,2.35,149981747.75,6.7250000000000005,4,2.3190476190476192,26688854.26984127,9,7
191,Color,90.0,149234747.0,Action|Adventure|Animation|Comedy|Family|Fantasy,0.0,English,PG,130000000.0,2011.0,6.7,2.35,320706665.0,6.1,1,4.029629629629628,36542300.87407407,17,7
192,Color,101.0,118311368.0,Action|Crime|Mystery|Thriller,1.0,English,PG-13,110000000.0,2010.0,6.4,2.35,83285899.75,6.675000000000002,4,3.575757575757576,48213390.62878788,20,7
193,Color,138.0,101160529.0,Action|Adventure|Drama,2.0,English,PG-13,125000000.0,2014.0,5.8,1.85,30030886.4,7.82,5,4.5439601139601145,52910620.71396011,26,7
194,Color,107.0,77564037.0,Action|Adventure|Family|Mystery,1.0,English,PG,135000000.0,2011.0,7.4,2.35,189584410.6842105,7.610526315789474,19,5.072222222222221,22217243.86111111,13,6
197,Color,100.0,60522097.0,Action|Adventure|Sci-Fi,0.0,English,PG-13,130000000.0,2013.0,4.9,2.35,138429361.57142857,6.185714285714285,7,4.3640740740740736,58205784.33333334,24,5
198,Color,82.0,137748063.0,Adventure|Animation|Family|Thriller,1.0,English,PG,127500000.0,2000.0,6.5,1.85,0.0,0.0,0,2.185185185185185,11186758.555555554,5,7
200,Color,98.0,113733726.0,Adventure|Comedy|Family|Fantasy,7.0,English,PG,127000000.0,2014.0,6.2,1.85,102953839.5,5.959999999999999,10,3.471455026455027,61204667.26005291,34,7
201,Color,95.0,148337537.0,Action|Animation|Comedy|Family|Sci-Fi,3.0,English,PG,130000000.0,2010.0,7.3,2.35,0.0,0.0,0,5.293989898989898,71091274.03829966,64,7
203,Color,96.0,33592415.0,Action|Comedy|Fantasy,2.0,English,PG-13,130000000.0,2013.0,5.6,2.35,81158441.0,6.8,3,4.218205128205128,51907626.88974359,27,4
205,Color,143.0,305388685.0,Action|Adventure|Fantasy,3.0,English,PG-13,140000000.0,2003.0,8.1,2.35,66808615.0,6.1,1,2.5523809523809518,49811564.04761905,16,9
207,Color,123.0,337103873.0,Adventure|Sci-Fi|Thriller,1.0,English,PG-13,125000000.0,2014.0,6.7,2.35,246577346.66666663,7.233333333333333,3,3.838746438746439,71452450.27248676,34,9
208,Color,174.0,217536138.0,Mystery|Thriller,2.0,English,PG-13,125000000.0,2006.0,6.6,2.35,127580997.85714284,6.957142857142857,7,3.021111111111111,34343851.12222222,21,9
209,Color,101.0,131536019.0,Adventure|Animation|Comedy|Family|Musical,0.0,English,G,103000000.0,2014.0,6.4,2.35,178507284.0,6.966666666666666,3,0.7666666666666667,340484.0,1,7
211,Color,132.0,209805005.0,Action|Crime|Thriller,3.0,English,PG-13,125000000.0,2011.0,7.3,2.35,22115721.33333333,6.466666666666666,3,3.6707549857549857,54905130.73005698,34,9
212,Color,129.0,186830669.0,Action|Adventure|Crime|Mystery|Thriller,2.0,English,PG-13,125000000.0,2011.0,7.5,2.35,209019489.0,7.6,1,2.336111111111111,36041922.24444445,27,8
213,Color,106.0,163192114.0,Action|Adventure|Fantasy,0.0,English,PG-13,125000000.0,2010.0,5.8,2.35,134518390.0,6.8,1,3.76175925925926,47173536.84537038,20,8
214,Color,113.0,119412921.0,Action|Sci-Fi,0.0,English,R,65000000.0,1990.0,7.5,1.85,0.0,0.0,0,3.0222222222222217,52301438.8888889,4,7
215,Color,102.0,32694788.0,Action|Adventure|History,1.0,English,R,85000000.0,1999.0,6.6,2.35,76438020.66666667,7.2333333333333325,6,0.7444444444444445,167632.1111111111,1,4
216,Color,135.0,113165635.0,Action|Adventure|Thriller,0.0,English,PG-13,125000000.0,2012.0,6.7,2.35,44792449.5,6.75,2,5.497222222222222,36261316.69444445,21,7
217,Color,125.0,107285004.0,Action,3.0,English,PG-13,125000000.0,1997.0,3.7,1.85,111585622.0,6.525,4,2.2962962962962963,35833298.44444444,5,7
218,Color,110.0,260031035.0,Comedy|Family|Fantasy,0.0,English,PG,123000000.0,2000.0,6.0,1.85,100170658.25,6.624999999999999,4,2.6611111111111114,28445694.5,5,9
219,Color,124.0,186739919.0,Action|Adventure|Sci-Fi|Thriller,0.0,English,PG-13,125000000.0,2004.0,6.4,2.35,209727200.5,7.0,2,3.0361111111111114,21719354.51851852,14,8
220,Color,123.0,215397307.0,Action|Adventure|Thriller,0.0,English,PG-13,125000000.0,2000.0,6.1,2.35,91337888.5,6.65,2,3.155555555555555,32657947.81111111,13,9
221,Color,130.0,182618434.0,Action|Adventure|Drama|Thriller,0.0,English,PG-13,140000000.0,2000.0,6.4,2.35,120222148.5,6.5,2,3.92962962962963,30110086.08333333,13,8
222,Color,92.0,131920333.0,Action|Adventure|Sci-Fi|Thriller,3.0,English,PG,130000000.0,2007.0,5.6,2.35,75074950.0,6.3,1,2.8277777777777784,22649967.777777776,6,7
223,Color,127.0,124976634.0,Adventure|Drama|Fantasy,0.0,English,PG,120000000.0,2012.0,8.0,1.85,45626711.0,7.0166666666666675,6,0.7777777777777778,1529557.111111111,1,7
224,Color,123.0,115802596.0,Action|Fantasy|Thriller,1.0,English,PG-13,110000000.0,2007.0,5.2,2.35,18252684.0,6.9,1,1.5313725490196075,7093434.490196077,19,7
226,Color,107.0,100685880.0,Action|Adventure|Comedy|Crime,0.0,English,PG-13,120000000.0,2003.0,4.8,2.35,125305545.0,5.5,1,5.114999999999998,45036994.9,17,7
227,Color,124.0,126464904.0,Adventure|Mystery|Sci-Fi,0.0,English,R,130000000.0,2012.0,7.0,2.35,68817482.81818181,7.190909090909091,11,3.7814814814814817,40545954.5,22,7
228,Color,77.0,64736114.0,Adventure|Animation|Comedy|Family|Fantasy,0.0,English,PG,120000000.0,2002.0,5.4,1.85,0.0,0.0,0,2.8740740740740733,19904364.962962966,6,5
229,Color,109.0,93050117.0,Action|Drama|Sci-Fi|Thriller,0.0,English,R,115000000.0,2013.0,6.6,2.35,0.0,0.0,0,4.044351851851851,60208963.04259259,34,6
230,Color,134.0,57637485.0,Action|Adventure|Sci-Fi|Thriller,0.0,English,PG-13,105000000.0,2004.0,6.7,2.35,39235088.0,7.1,1,1.5527777777777778,23528673.58333333,9,5
231,Color,117.0,58607007.0,Action|Crime|Sci-Fi|Thriller,0.0,English,PG-13,100000000.0,2014.0,6.2,2.35,0.0,0.0,0,5.927380952380951,45638674.74338625,21,5
232,Color,135.0,43929341.0,Action|Family|Sport,0.0,English,PG,120000000.0,2008.0,6.1,2.35,152224754.66666666,7.766666666666667,3,0.0,0.0,0,5
233,Color,121.0,30212620.0,Comedy|Drama|Romance,4.0,English,PG-13,120000000.0,2010.0,5.3,1.85,94840897.5,7.1,2,0.0,0.0,0,4
234,Color,117.0,76418654.0,Action|Comedy|Romance,0.0,English,PG-13,117000000.0,2010.0,6.3,2.35,57570189.0,7.2666666666666675,6,4.067864923747277,37987020.87581699,30,6
235,Color,124.0,89021735.0,Action|Adventure|Mystery|Sci-Fi,0.0,English,PG-13,120000000.0,2013.0,7.0,2.35,172051787.0,6.8,2,4.8944708994709005,84140458.49417989,54,6
236,Color,140.0,380262555.0,Action|Adventure|Fantasy|Sci-Fi,4.0,English,PG-13,113000000.0,2005.0,7.6,2.35,340288981.25,7.35,4,5.335185185185185,112631148.33333331,14,9
237,Color,142.0,310675583.0,Action|Adventure|Fantasy|Sci-Fi,3.0,English,PG,115000000.0,2002.0,6.7,1.78,350160114.0,7.566666666666666,3,2.0805555555555557,19727419.166666668,7,9
238,Color,92.0,289907418.0,Adventure|Animation|Comedy|Family|Fantasy,0.0,English,G,115000000.0,2001.0,8.1,1.85,0.0,0.0,0,5.553703703703704,68093074.70370372,17,9
239,Color,138.0,132550960.0,Action|Adventure|Sci-Fi|Thriller,1.0,English,PG-13,120000000.0,2013.0,6.7,2.35,60262826.85714286,7.128571428571428,7,1.6037037037037036,24185283.55555556,11,7
240,Color,136.0,474544677.0,Action|Adventure|Fantasy|Sci-Fi,1.0,English,PG,115000000.0,1999.0,6.5,2.35,287967832.5,8.1,2,3.2555555555555564,46301467.3888889,5,9
241,Color,98.0,187165546.0,Adventure|Animation|Comedy|Family|Fantasy,3.0,English,PG,135000000.0,2013.0,7.3,2.35,30105968.0,4.5,1,4.382777777777778,58717281.12333334,42,8
243,Color,153.0,40911830.0,Action|Drama|War,0.0,English,R,115000000.0,2002.0,6.0,2.35,132691028.0,6.466666666666666,3,2.3988888888888886,23342021.444444444,13,5
244,Color,120.0,47952020.0,Action|Adventure|Drama|Fantasy,2.0,English,PG-13,115000000.0,2016.0,6.1,2.35,0.0,0.0,0,4.388746438746439,80780585.2891738,35,5
245,Color,101.0,190871240.0,Action|Adventure|Comedy|Sci-Fi,0.0,English,PG-13,125000000.0,2014.0,5.9,2.35,59708844.0,5.6,4,1.7388888888888892,14326703.166666664,5,8
247,Color,108.0,67155742.0,Action|Adventure|Thriller,1.0,English,PG-13,116000000.0,1997.0,5.8,2.35,60054449.0,5.8,1,0.5555555555555556,9002481.444444444,1,6
249,Color,100.0,56114221.0,Action|Adventure|Sci-Fi,3.0,English,PG-13,120000000.0,2015.0,4.3,2.35,64572496.0,7.1,1,2.912962962962963,16494376.953703705,11,5
250,Color,108.0,250863268.0,Action|Adventure|Comedy|Family|Fantasy,2.0,English,PG,110000000.0,2006.0,6.4,1.85,72591064.0,5.5,4,2.1027777777777783,18508804.26851852,16,9
251,Color,114.0,155181732.0,Action|Adventure|Drama|Thriller,0.0,English,PG-13,110000000.0,2015.0,6.1,2.35,73693978.5,5.05,2,4.991851851851852,68244992.83703704,25,8
253,Color,142.0,113330342.0,Action|Drama|History|War,1.0,English,R,110000000.0,2000.0,7.1,2.35,306124059.0,6.9,1,3.9629629629629632,51534286.48148149,9,7
254,Color,125.0,125531634.0,Crime|Thriller,0.0,English,PG-13,110000000.0,2004.0,6.4,2.35,71548957.85714285,6.957142857142857,7,3.748148148148148,43210932.333333336,27,7
255,Color,126.0,186336103.0,Action|Comedy|Crime|Romance|Thriller,2.0,English,PG-13,120000000.0,2005.0,6.5,2.35,47605728.33333334,7.533333333333334,3,3.672156084656085,46323553.61177249,25,8
256,Color,119.0,129995817.0,Adventure|Sci-Fi|Thriller,0.0,English,PG-13,110000000.0,2015.0,6.3,2.35,69266934.5,6.5,4,5.193915343915344,60759427.56349206,26,7
257, Black and White,170.0,102608827.0,Biography|Drama,0.0,English,PG-13,110000000.0,2004.0,7.5,2.35,32815664.09090909,7.545454545454544,11,2.983333333333333,28956711.05555556,11,7
258,Color,85.0,42776259.0,Adventure|Comedy|Family|Fantasy,1.0,English,PG,112000000.0,2010.0,4.9,2.35,198332128.0,6.5,1,0.0,0.0,0,5
259,Color,119.0,98780042.0,Action|Comedy|Crime|Sci-Fi|Thriller,0.0,English,PG-13,120000000.0,2011.0,5.8,2.35,22910333.0,7.75,2,3.278240740740741,30508692.777777776,15,6
261,Color,102.0,106369117.0,Action|Drama|Fantasy|War,0.0,English,R,110000000.0,2014.0,6.2,2.35,0.0,0.0,0,3.2111111111111112,35181206.0,5,7
262,Color,103.0,142614158.0,Adventure|Animation|Comedy|Family|Fantasy,3.0,English,PG,110000000.0,2011.0,5.5,1.78,112382569.5,4.65,4,0.0,0.0,0,7
263,Color,76.0,50026353.0,Animation|Comedy|Family|Music|Western,0.0,English,PG,110000000.0,2004.0,5.4,1.78,0.0,0.0,0,2.82037037037037,17527134.666666668,18,5
264,Color,120.0,66002193.0,Action|Adventure|Mystery|Sci-Fi|Thriller,3.0,English,PG-13,110000000.0,2016.0,5.8,2.35,81412711.0,6.459999999999999,5,4.348271604938272,33071464.05802469,21,6
265,Color,127.0,85463309.0,Action|Drama|Sci-Fi|Sport,1.0,English,PG-13,110000000.0,2011.0,7.1,2.35,112426140.375,5.775,8,1.5814814814814817,23051021.33333333,8,6
266,Color,105.0,71017784.0,Adventure|Animation|Comedy|Family|Fantasy,3.0,English,PG,105000000.0,2013.0,5.4,1.85,118428887.2,4.8199999999999985,5,1.272222222222222,7157287.722222223,3,6
267,Color,121.0,48068396.0,Action|Crime|Romance|Thriller,0.0,English,PG-13,160000000.0,1997.0,3.7,2.35,181468265.0,6.75,2,0.4888888888888889,3073775.777777778,1,5
268,Color,114.0,61656849.0,Action|Sci-Fi,4.0,English,PG-13,110000000.0,2013.0,6.7,2.35,94773666.0,6.75,2,1.912169312169312,31136491.66666667,23,5
269,Color,129.0,134520804.0,Action|Adventure|Thriller,1.0,English,PG-13,110000000.0,2007.0,7.2,2.35,62318875.0,6.8,1,1.4969590643274853,15325523.350877196,24,7
271,Color,120.0,24004159.0,Action|Adventure|Comedy,0.0,English,PG,110000000.0,2004.0,5.8,2.35,161487252.0,6.1,1,2.3277777777777784,16520254.444444446,4,4
272, Black and White,165.0,58183966.0,Biography|Drama|Sport,1.0,English,R,107000000.0,2001.0,6.8,2.35,50710236.0,7.85,2,6.083703703703705,79115589.17037037,16,5
273,Color,82.0,100446895.0,Adventure|Comedy|Family|Fantasy,1.0,English,PG,109000000.0,2003.0,3.8,1.85,0.0,0.0,0,2.0629629629629633,22107850.83333333,6,7
274,Color,115.0,144795350.0,Action|Mystery|Sci-Fi|Thriller,1.0,English,PG-13,120000000.0,2004.0,7.1,2.35,50693162.0,7.6,1,4.204629629629629,35291903.481481485,15,7
275,Color,194.0,47396698.0,Action|Adventure|Drama|History|War,1.0,English,R,130000000.0,2005.0,7.2,2.35,71234924.5,7.233333333333333,6,3.4,106552285.24074072,11,5
277,Color,97.0,104374107.0,Animation|Family|Fantasy|Musical|Romance,0.0,English,G,105000000.0,2009.0,7.1,1.85,127735386.5,7.55,2,3.6055555555555565,37155144.61111111,7,7
278,Color,151.0,228430993.0,Adventure|Drama|Sci-Fi,1.0,English,PG-13,108000000.0,2015.0,8.1,2.35,69263585.0,7.03076923076923,13,3.177703703703704,42209952.18074074,33,9
280,Color,136.0,35799026.0,Action|Adventure|Romance|Sci-Fi|Thriller,1.0,English,PG-13,126000000.0,2005.0,6.9,2.35,147664723.0,6.6999999999999975,5,4.612962962962963,40667386.62535613,27,4
282,Color,127.0,101643008.0,Action|Crime|Thriller,1.0,English,PG-13,90000000.0,2000.0,6.5,2.35,0.0,0.0,0,4.508796296296296,38537144.14351852,21,7
283,Color,171.0,187670866.0,Action|Drama|Romance,0.0,English,R,103000000.0,2000.0,8.5,2.35,32774984.0,6.8,4,1.522222222222222,3138051.333333333,2,8
284,Color,145.0,132014112.0,Action|Mystery|Sci-Fi|Thriller,0.0,English,PG-13,102000000.0,2002.0,7.7,2.35,191238144.35714287,7.778571428571429,14,2.1444444444444444,28131900.98148148,14,7
287,Color,119.0,180011740.0,Action|Adventure|Sci-Fi|Thriller,0.0,English,PG-13,100000000.0,2001.0,5.7,2.35,97891884.16666669,7.366666666666666,6,1.3185185185185186,4726942.814814815,4,8
288,Color,153.0,204843350.0,Action|Sci-Fi,0.0,English,R,102000000.0,1991.0,8.5,2.35,69711000.0,8.0,2,1.6555555555555557,10259722.444444444,2,9
289,Color,140.0,97030725.0,Biography|Crime|Drama|History|Romance,1.0,English,R,100000000.0,2009.0,7.0,2.35,64901982.5,7.524999999999999,4,3.047643097643097,19942683.78787879,36,6
290,Color,176.0,130127620.0,Biography|Crime|Drama,0.0,English,R,100000000.0,2007.0,7.8,1.85,60283064.25,7.1875,8,3.5416666666666665,28993302.58888889,24,7
291,Color,141.0,146282411.0,Action|Comedy|Thriller,0.0,English,R,115000000.0,1994.0,7.2,2.35,114755116.66666669,8.166666666666666,3,3.5733333333333333,28669247.38888889,10,7
292,Color,106.0,65452312.0,Action|Crime|Thriller,1.0,English,R,100000000.0,2009.0,6.4,2.35,90597472.375,6.9125,8,3.2146464646464645,21459663.313131314,25,6
293,Color,98.0,148383780.0,Comedy|Romance,10.0,English,PG-13,100000000.0,2010.0,5.5,1.85,42055205.5,6.225,4,3.628703703703704,49620060.82222221,39,7
294,Color,116.0,119219978.0,Action|Comedy|Crime,2.0,English,PG-13,100000000.0,2010.0,6.7,2.35,110939693.0,6.9,3,3.5774074074074083,52843425.57407407,29,7
295,Color,115.0,101228120.0,Action|Drama|Mystery|Thriller,1.0,English,R,100000000.0,1996.0,6.1,2.35,82365965.0,6.75,2,2.7222222222222228,11963075.444444446,4,7
296,Color,165.0,162804648.0,Drama|Western,1.0,English,R,100000000.0,2012.0,8.5,2.35,67869792.5,8.2,6,4.022222222222221,46286318.65079365,18,8
297,Color,91.0,100117603.0,Animation|Drama|Family|Musical|Romance,0.0,English,G,100000000.0,1996.0,6.9,1.78,0.0,0.0,0,2.811111111111112,46118853.77777777,6,7
298,Color,78.0,89296573.0,Adventure|Animation|Comedy|Family|Fantasy,1.0,English,G,100000000.0,2000.0,7.3,1.66,3562749.0,6.9,1,1.3833333333333335,12591073.38888889,3,6
299,Color,103.0,85017401.0,Action|Adventure|Thriller,3.0,English,R,92000000.0,2012.0,6.7,2.35,82376647.0,6.08,5,3.6112740935929337,36674584.39252428,50,6
300,Color,131.0,173005002.0,Action|Adventure|Comedy|Family|Mystery,0.0,English,PG,100000000.0,2004.0,6.9,2.35,69318945.75,6.475,4,0.7462962962962961,6233486.027777777,12,8
301, Black and White,104.0,75030163.0,Action|Adventure|Family|Fantasy,0.0,English,PG,100000000.0,2006.0,5.1,2.35,0.0,0.0,0,1.5203703703703704,16128804.537037035,5,6
303,Color,111.0,34964818.0,Adventure|Family|Fantasy,4.0,English,PG,150000000.0,2015.0,5.8,2.35,40247512.0,6.8,1,3.1657407407407416,55106787.48148149,16,4
304,Color,102.0,107515297.0,Adventure|Animation|Family|Fantasy,2.0,English,PG,100000000.0,2013.0,6.7,2.35,152293708.5,6.949999999999998,2,2.0148148148148146,32462196.5,9,7
305,Color,103.0,67631157.0,Action|Romance|Thriller,0.0,English,PG-13,100000000.0,2010.0,6.0,2.35,0.0,0.0,0,4.39910701215049,55818965.61832089,44,6
306,Color,121.0,66862068.0,Action|Fantasy|Horror|Mystery,0.0,English,R,83000000.0,1999.0,5.7,2.35,0.0,0.0,0,4.544444444444443,32294726.33333333,8,6
308,Color,240.0,116866727.0,Biography|Comedy|Crime|Drama,3.0,English,R,100000000.0,2013.0,8.2,2.35,53182871.53333333,7.64,15,6.144656084656083,88752054.41322751,48,7
309,Color,121.0,184031112.0,Action|Adventure|Fantasy,4.0,English,PG-13,100000000.0,1995.0,5.4,1.85,76802605.5,6.65,2,1.6111111111111107,32678923.444444444,3,8
310,Color,129.0,54700065.0,Action|Sci-Fi|War,0.0,English,R,105000000.0,1997.0,7.2,1.85,119412921.0,7.5,2,0.0,0.0,0,5
312,Color,101.0,55673333.0,Action|Adventure|Animation|Family|Fantasy,1.0,English,PG,80000000.0,2010.0,7.0,2.35,108966794.0,7.550000000000002,4,3.703703703703704,22967597.62962963,7,5
313,Color,87.0,40198710.0,Action|Crime|Fantasy|Romance|Thriller,0.0,English,PG-13,100000000.0,2004.0,3.3,2.35,0.0,0.0,0,1.3166666666666669,12258276.666666664,4,5
314,Color,101.0,72660029.0,Action|Adventure,0.0,English,PG-13,100000000.0,2014.0,6.0,2.35,98231345.66666669,6.3500000000000005,6,4.898148148148149,64575246.65455841,26,6
315,Color,95.0,38120554.0,Adventure|Animation|Family|Sci-Fi,0.0,English,PG,140000000.0,2002.0,7.1,1.5,217350219.0,8.0,1,4.451851851851852,43440687.16666666,11,4
316,Color,102.0,49392095.0,Adventure|Comedy|Sci-Fi,1.0,English,PG-13,100000000.0,2009.0,5.4,1.85,53579575.5,6.35,2,3.5674603174603177,30938033.32142857,21,5
317,Color,131.0,39292022.0,Action|Adventure|Thriller,15.0,English,PG-13,90000000.0,2014.0,6.1,2.35,0.0,0.0,0,3.5550213675213675,40069796.42450143,55,4
318,Color,114.0,28772222.0,Action|Crime|Sport|Thriller,1.0,English,PG-13,105000000.0,2015.0,5.3,2.35,0.0,0.0,0,5.257407407407407,68733259.42592593,19,4
319,Color,94.0,17010646.0,Comedy|Family|Fantasy,0.0,English,PG,84000000.0,2005.0,2.2,1.85,93375151.0,5.2,1,1.477777777777778,10426797.666666666,3,3
320,Color,122.0,24985612.0,Action|Adventure|Biography|Drama|History|Thriller,0.0,English,PG-13,100000000.0,2015.0,7.0,1.85,119182043.63636364,6.8181818181818175,11,1.4444444444444446,30147751.950617284,10,4
321,Color,95.0,4411102.0,Action|Comedy|Sci-Fi,1.0,English,PG-13,100000000.0,2002.0,3.8,1.85,33647546.5,6.35,2,3.3277777777777784,13267017.222222226,8,2
